admin@fitwell.com,2021-01-17T00:00,97,20,0,0,0
admin@fitwell.com,2021-01-17T01:00,97,20,0,0,29
admin@fitwell.com,2021-01-18T02:00,97,20,0,0,30
admin@fitwell.com,2021-01-18T03:00,97,20,0,0,24
admin@fitwell.com,2021-01-18T04:00,97,20,0,0,17
admin@fitwell.com,2021-01-19T05:00,97,20,0,0,29
admin@fitwell.com,2021-01-19T06:00,97,20,0,0,19
admin@fitwell.com,2021-01-19T07:00,97,20,0,0,26
admin@fitwell.com,2021-01-20T08:00,97,20,0,0,25
admin@fitwell.com,2021-01-20T09:00,97,20,0,0,24
admin@fitwell.com,2021-01-20T10:00,97,20,0,0,18
admin@fitwell.com,2021-01-21T11:00,97,20,0,0,27
admin@fitwell.com,2021-01-21T12:00,97,20,0,0,21
admin@fitwell.com,2021-01-21T13:00,97,20,0,0,26
admin@fitwell.com,2021-01-21T14:00,97,20,0,0,19
admin@fitwell.com,2021-01-22T15:00,97,20,0,0,11
admin@fitwell.com,2021-01-22T16:00,97,20,0,0,15
admin@fitwell.com,2021-01-22T17:00,97,20,0,0,28
admin@fitwell.com,2021-01-22T18:00,97,20,0,0,26
admin@fitwell.com,2021-01-22T18:00,97,20,0,0,30
admin@fitwell.com,2021-01-22T20:00,97,20,0,0,12
admin@fitwell.com,2021-01-22T21:00,97,20,0,0,26
admin@fitwell.com,2021-01-23T22:00,97,20,0,0,23
admin@fitwell.com,2021-01-23T23:00,97,20,0,0,12
